rowID	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	370.894084085674	388.006686519807	353.781481651541	0.911792229213247	-0.133222981060079	0.656573334480409	1
2	ENSG00000000005.5	0	0	0	NA	NA	NA	NA
3	ENSG00000000419.8	984.891073080946	910.396345929318	1059.38580023257	1.1636533966436	0.21866140411655	0.394415581650963	1
4	ENSG00000000457.9	99.7394204408467	111.628134694914	87.8507061867795	0.786994304140981	-0.345574900599705	0.34460423554006	1
5	ENSG00000000460.12	43.0180762927814	50.3488958383763	35.6872567471864	0.708799193168905	-0.496551133223385	0.412157690227394	1
6	ENSG00000000938.8	0	0	0	NA	NA	NA	NA
7	ENSG00000000971.11	0	0	0	NA	NA	NA	NA
8	ENSG00000001036.9	646.178845652744	626.298357578414	666.059333727075	1.06348567845906	0.0888006052259848	0.673556216782512	1
9	ENSG00000001084.6	688.307525826525	695.396983931305	681.218067721744	0.979610328291326	-0.0297201101890989	0.915100425615995	1
10	ENSG00000001167.10	682.649366031623	674.18431997062	691.114412092626	1.0251119636285	0.0357814907551947	0.826303779146812	1
11	ENSG00000001460.13	54.3743753461461	45.1854109912603	63.563339701032	1.40672261923934	0.492337882732914	0.262035901270344	1
12	ENSG00000001461.12	176.349118434611	163.69571166279	189.002525206432	1.15459667994097	0.207388981974377	0.485892891826777	1
13	ENSG00000001497.12	363.388226485847	390.347344619781	336.429108351912	0.861871133463485	-0.214455920481853	0.485449451570048	1
14	ENSG00000001561.6	5.01032347345232	6.10442709616349	3.91621985074114	0.641537656040222	-0.640394145880936	0.683706834497343	1
15	ENSG00000001617.7	185.210979076857	171.450776091454	198.97118206226	1.16051491044943	0.214765058738633	0.561789557902991	1
16	ENSG00000001626.10	0	0	0	NA	NA	NA	NA
17	ENSG00000001629.5	838.101057831261	871.938409674132	804.26370598839	0.922385912886859	-0.11655761524922	0.650286681685007	1
18	ENSG00000001630.11	6686.23357975745	6937.72595192366	6434.74120759123	0.927500055808205	-0.108580726346139	0.94522960279084	1
19	ENSG00000001631.10	597.5370489321	632.645194028098	562.428903836103	0.889011580495976	-0.169725882789235	0.562952519395849	1
20	ENSG00000002016.12	129.459925739289	120.065778432433	138.854073046146	1.15648334487154	0.20974448910921	0.487434010999458	1
21	ENSG00000002079.8	4.17514131719893	4.99656074921139	3.35372188518648	0.671206066235821	-0.575172340240754	0.924921505408579	1
22	ENSG00000002330.9	10.016992581621	10.9340637474703	9.09992141577166	0.832254285866684	-0.264903700044275	0.938599370955396	1
23	ENSG00000002549.8	874.132258915115	908.190196032905	840.074321797325	0.924998227757667	-0.112477493374817	0.673202369071274	1
24	ENSG00000002586.13	2380.21158223973	2291.29821393329	2469.12495054617	1.07760959945394	0.107834607641607	0.661079643533138	1
25	ENSG00000002587.5	0	0	0	NA	NA	NA	NA
26	ENSG00000002726.15	0	0	0	NA	NA	NA	NA
27	ENSG00000002745.8	0	0	0	NA	NA	NA	NA
28	ENSG00000002746.10	0.610814782547247	1.22162956509449	0	0	-Inf	0.754911386354349	1
29	ENSG00000002822.11	135.187917949066	132.646758783095	137.729077115037	1.03831468162936	0.0542437469944041	1	1
