id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	1707.36712665223	1673.58908030249	1741.14517300198	1.04036599754062	0.0570911533159176	0.714363326248202	1
2	ENSG00000000419.8	1643.30684710983	1586.08181702061	1700.53187719905	1.0721589888682	0.100518856769765	0.283035007791989	0.993073728276994
3	ENSG00000000457.9	162.914742446402	182.391639651361	143.437845241442	0.786427741510641	-0.346613880744581	0.0673005857758523	0.495002309770426
4	ENSG00000000460.12	260.539758679485	222.418730695137	298.660786663833	1.34278613015375	0.425229540404177	0.0066147203453647	0.110562471783234
5	ENSG00000000971.11	0.744738414781182	0.510261135582582	0.979215693979781	1.91904816121608	0.940390918451331	1	1
6	ENSG00000001036.9	2750.74239674245	2618.70525114462	2882.77954234028	1.10084154796735	0.138606826383838	0.112777404409984	0.644428151256127
7	ENSG00000001084.6	1331.58967382731	1430.17424966812	1233.0050979865	0.862136273445439	-0.21401216816549	0.0278148962067775	0.286585584808981
8	ENSG00000001167.10	1034.50533607467	1019.33975919748	1049.67091295186	1.02975568595328	0.0423020922891592	0.680784293287944	1
9	ENSG00000001460.13	99.7348633356092	100.075882946951	99.3938437242669	0.993184779363415	-0.00986594262067397	0.990337515606603	1
10	ENSG00000001461.12	298.233175612695	301.722427337475	294.743923887914	0.97687111458322	-0.0337598649530952	0.830160078201098	1
11	ENSG00000001497.12	685.965849651679	636.602827260287	735.328872043071	1.15508263638675	0.207996067953629	0.0666768469574521	0.492218248351903
12	ENSG00000001561.6	9.25620226857803	11.1717376176268	7.34066691952923	0.657074769456372	-0.605870548713619	0.470105551037471	1
13	ENSG00000001617.7	504.850974732502	526.30371914662	483.398230318383	0.91847770162482	-0.122683398205925	0.323516104644346	1
14	ENSG00000001629.5	1179.96342343391	1221.2715340353	1138.65531283253	0.932352291115975	-0.101052911882804	0.312945377665153	1
15	ENSG00000001630.11	5201.25422191627	5485.64944855327	4916.85899527926	0.896313014783688	-0.157925449641715	0.0556481464451831	0.439375083827674
16	ENSG00000001631.10	664.423476023411	665.507687437861	663.339264608962	0.99674170130589	-0.00470840623704457	0.97569438016659	1
17	ENSG00000002016.12	225.040953634139	207.715670652325	242.366236615953	1.16681729334532	0.222578673623879	0.181767661283883	0.822288080219044
18	ENSG00000002079.8	12.4655325690304	12.2012611163237	12.7298040217372	1.0433187111049	0.0611799370460616	0.994519397709817	1
19	ENSG00000002330.9	99.5378418723819	103.119447305384	95.9562364393803	0.93053482099463	-0.103867957352712	0.675136118987287	1
20	ENSG00000002549.8	2031.15814531617	2102.00929013248	1960.30700049986	0.932587220095642	-0.100689435347847	0.267485999833814	0.971441207078481
21	ENSG00000002586.13	2652.30199047436	2778.39617529319	2526.20780565552	0.909232393896795	-0.137279009849806	0.116285572582749	0.656259350001877
22	ENSG00000002746.10	0.489607846989891	0	0.979215693979781	Inf	Inf	0.707226864842645	1
23	ENSG00000002822.11	366.654748084222	349.936199619402	383.373296549042	1.09555198052104	0.131657937327522	0.344919383719498	1
24	ENSG00000002834.13	7276.72117370606	7960.3209657105	6593.12138170161	0.828248183722971	-0.271864960283742	0.000777968081453739	0.0226317987331997
25	ENSG00000002919.10	273.435020441116	270.74501832121	276.125022561022	1.01987111073427	0.0283868388106284	0.865991137683258	1
26	ENSG00000003056.3	1988.81181295537	2022.55088084206	1955.07274506869	0.966637113353966	-0.0489537077941574	0.595516453684083	1
27	ENSG00000003096.9	16.9681187383593	17.7826293113712	16.1536081653473	0.908392560093333	-0.138612204739092	0.857807189699956	1
28	ENSG00000003137.4	8.72978845816859	9.13969430282816	8.31988261350901	0.91030206676984	-0.135582738676649	0.942783420189894	1
29	ENSG00000003147.13	1.9831853144232	1.52178217921608	2.44458844963033	1.60639839460442	0.683829732607618	0.849090963357067	1
30	ENSG00000003249.9	866.090933946295	933.407168406335	798.774699486255	0.855762336655345	-0.224717909635072	0.0353183020740352	0.333830526453209
31	ENSG00000003393.10	1336.5704064452	1441.39099342341	1231.74981946699	0.854556345285256	-0.226752475562127	0.0198639617150271	0.232061520988253
32	ENSG00000003400.10	739.489530417912	766.089330906629	712.889729929195	0.930556922239768	-0.103833692135133	0.352328863317386	1
33	ENSG00000003402.15	2118.14911178446	2348.22238547551	1888.07583809341	0.804044731781688	-0.314652329149271	0.00788171172374748	0.124305853471675
34	ENSG00000003436.10	14230.8720694625	16758.2578335845	11703.4863053404	0.698371299783081	-0.517933823593852	5.70194275782491e-11	2.79775324650609e-08
35	ENSG00000003509.11	564.304661248042	557.809391753531	570.799930742553	1.02328849098109	0.0332129347537679	0.787560366952634	1
36	ENSG00000003756.12	2782.34940026082	2921.85775660596	2642.84104391569	0.904507085582983	-0.144796290442845	0.0965432642626543	0.597908700810007
37	ENSG00000003987.9	9.7462100914628	10.6794789371076	8.81294124581803	0.825222026066837	-0.277145766060792	0.775219475744265	1
38	ENSG00000003989.12	6141.88077333437	6075.02413794635	6208.73740872239	1.02201032748838	0.031409774887078	0.697828222504692	1
39	ENSG00000004059.6	986.554531965045	1031.0414521858	942.067611744294	0.913704885237271	-0.130199826053516	0.208157803867191	0.86889837919079
40	ENSG00000004139.9	19.9895794531056	21.8602177822661	18.1189411239451	0.828854556913149	-0.270809127580083	0.635633318906582	1
41	ENSG00000004142.7	1822.71085046611	1817.15698456559	1828.26471636663	1.00611269796467	0.00879191517163081	0.928085958748631	1
42	ENSG00000004399.8	2312.27189078414	2475.62002960814	2148.92375196015	0.868034563567613	-0.204175605564592	0.0218000415389156	0.244691538386604
43	ENSG00000004455.12	2912.85844367821	2749.41761351532	3076.2992738411	1.11889123671825	0.162069804077139	0.0618279019820547	0.469726110310741
