id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	1686.98314531714	1627.62210272477	1746.3441879095	1.07294204532242	0.101572151412228	0.175502651998241	0.650966007949144
2	ENSG00000000419.8	1646.06006467696	1586.51509360803	1705.6050357459	1.07506385701446	0.104422356058414	0.166144906356418	0.629685774125012
3	ENSG00000000457.9	171.819540750017	199.777462707193	143.861618792842	0.720109349890458	-0.473712095879466	0.00439266470598992	0.0504288867078511
4	ENSG00000000460.12	240.777341631653	182.022471682348	299.532211580958	1.64557820148536	0.718594588123963	6.12217977066323e-07	3.08033500625078e-05
5	ENSG00000000971.11	0.491036412427801	0	0.982072824855601	Inf	Inf	0.674979672693161	1
6	ENSG00000001036.9	2996.1918964649	3101.03427160729	2891.3495213225	0.932382317665871	-0.101006450413777	0.135278904823543	0.561767334036926
7	ENSG00000001084.6	1524.63456154484	1812.71893611144	1236.55018697824	0.682152187161917	-0.551834456561313	7.2013931059105e-13	1.29320626766952e-10
8	ENSG00000001167.10	1172.35840772199	1291.9684873346	1052.74832810939	0.814840561847815	-0.295410297057569	0.000308154572898603	0.00611108116340777
9	ENSG00000001460.13	107.389385951509	115.095970170474	99.6828017325443	0.866084204207148	-0.207420798472953	0.322697007387849	0.891858295693545
10	ENSG00000001461.12	324.766557675026	353.929195068516	295.603920281536	0.835206375739392	-0.259795369794107	0.0402644222393386	0.26109146655564
11	ENSG00000001497.12	668.418368812711	599.343426333479	737.493311291943	1.23050204421796	0.299247054529649	0.00199579726497719	0.0273468796456676
12	ENSG00000001561.6	10.5258792034526	13.6886222301889	7.36313617671624	0.537901919776672	-0.89458495695947	0.198628694520859	0.69507455712559
13	ENSG00000001617.7	442.392863203193	400.024336903611	484.761389502774	1.21182974329779	0.277187020796013	0.0350100836420754	0.235902971888736
14	ENSG00000001629.5	1266.94772065035	1391.86524647867	1142.03019482203	0.820503419933282	-0.28541874785099	0.000377058478421431	0.00721741908803478
15	ENSG00000001630.11	5130.04472348909	5328.80114773214	4931.28829924604	0.925402949469174	-0.111846397780382	0.0763071533930852	0.395189463458435
16	ENSG00000001631.10	739.825058185856	814.35120775516	665.298908616552	0.81696803821353	-0.291648457168565	0.00185492391046981	0.0257254902048461
