id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	1789.08663186598	1840.72050910234	1737.45275462963	0.943898188800498	-0.0832968395734441	0.613848236156231	1
2	ENSG00000000419.8	1607.96235535689	1519.00544467498	1696.9192660388	1.11712520319629	0.1597908867235	0.47431792293389	1
3	ENSG00000000457.9	173.651726624747	204.176035246388	143.127418003106	0.701000084708215	-0.512513476317492	0.0413756574576358	1
4	ENSG00000000460.12	262.359237077021	226.719125332997	297.999348821046	1.3143988112311	0.394403080598605	0.0761437707696613	1
5	ENSG00000000971.11	1.00022371214619	1.02340037897747	0.977047045314904	0.954706550227311	-0.0668707372252152	1	1
6	ENSG00000001036.9	2756.7787430384	2636.94368004	2876.61380603679	1.09088936097155	0.125504789588442	0.43215912715065	1
7	ENSG00000001084.6	1254.19625707851	1278.19054275027	1230.20197140674	0.962455854789641	-0.0552077251396204	0.745012693897433	1
8	ENSG00000001167.10	1052.60700296589	1057.84750093368	1047.3665049981	0.990092148512593	-0.0143652908916378	0.945411900555196	1
9	ENSG00000001460.13	90.5274529503402	81.882635974112	99.1722699265684	1.21115140892536	0.276379231053332	0.389638971954865	1
10	ENSG00000001461.12	301.330552489576	308.569944339366	294.091160639786	0.953077790092037	-0.0693341233545634	0.753212107229287	1
11	ENSG00000001497.12	709.481546519332	685.236668895072	733.726424143592	1.07076351492793	0.0986398867049768	0.587430332851993	1
12	ENSG00000001561.6	9.03077276960585	10.7356875264555	7.32585801275619	0.682383684762004	-0.551344941481939	0.748505590968707	1
13	ENSG00000001617.7	463.180253327228	444.0980225718	482.262484082657	1.08593702194359	0.118940437613505	0.546185538678347	1
14	ENSG00000001629.5	1248.69959037938	1361.1932084128	1136.20597234595	0.834713224635327	-0.260647466712744	0.123480902920343	1
15	ENSG00000001630.11	5960.5048006558	7014.92545460415	4906.08414670745	0.699377944706085	-0.51585579436913	0.507083823698082	1
16	ENSG00000001631.10	720.130673357976	778.357854538533	661.903492177419	0.850384547824526	-0.23381271271668	0.196210670282175	1
17	ENSG00000002016.12	227.608829442502	213.392530688249	241.825128196756	1.13324082814335	0.180454484854468	0.439141574698844	1
18	ENSG00000002079.8	11.9824538944547	11.2632961998157	12.7016115890938	1.12769933097397	0.173382465312598	0.882956463145746	1
19	ENSG00000002330.9	99.3006524447085	102.854684102768	95.7466207866494	0.930892176879216	-0.103314021507313	0.749770233531835	1
20	ENSG00000002549.8	2004.41358184804	2052.82685482617	1956.0003088699	0.952832580239959	-0.0697053507165937	0.669280621437544	1
21	ENSG00000002586.13	2623.31009403454	2726.14181575846	2520.47837231061	0.924558787712726	-0.113163039135484	0.479806195147507	1
22	ENSG00000002746.10	1.25695761155008	1.53686817778525	0.977047045314904	0.635739004449233	-0.653493490176063	0.978995495726961	1
23	ENSG00000002822.11	360.849382169994	339.178861617887	382.519902722102	1.12778225888688	0.173488553244599	0.528633172740556	1
24	ENSG00000002834.13	7013.49256762522	7448.49147225729	6578.49366299315	0.883198119712624	-0.179190994198092	0.247850606994252	1
25	ENSG00000002919.10	273.851861233578	272.184434996776	275.519287470381	1.01225217920211	0.0175687488881077	0.946103104744158	1
26	ENSG00000003056.3	1964.78231900747	1978.64505742797	1950.91958058698	0.985987645062008	-0.0203585258901048	0.902605119420824	1
27	ENSG00000003096.9	20.856269869258	25.5932583179257	16.1192814205903	0.629825293065569	-0.666976399262955	0.288397815358093	1
28	ENSG00000003137.4	7.7333538554567	7.1638026528423	8.3029050580711	1.15900806602718	0.212890606704102	0.901088242809811	1
29	ENSG00000003147.13	3.01214586096094	3.5836689357402	2.44062278618167	0.681040249516679	-0.55418803077311	0.844643414614612	1
30	ENSG00000003249.9	830.032157216622	863.152785217076	796.911529216167	0.923256627174933	-0.115196381693574	0.515567348750342	1
31	ENSG00000003393.10	1284.10267809686	1339.14001800074	1229.06533819298	0.917801963701976	-0.123745201386172	0.464164496927502	1
32	ENSG00000003400.10	774.98381683245	838.665415713017	711.302217951884	0.848135865179499	-0.237632702363032	0.183841736937266	1
33	ENSG00000003402.15	2115.39512945245	2346.75251989857	1884.03773900634	0.80282761945762	-0.316837844692663	0.051075196505618	1
34	ENSG00000003436.10	15672.4343867052	19667.4655958663	11677.403177544	0.59374214336993	-0.752091576739543	0.0055947734596781	0.53427654029726
35	ENSG00000003509.11	598.188973979092	626.807396390128	569.570551568055	0.908685115792015	-0.138147647098083	0.459518415617408	1
36	ENSG00000003756.12	2807.78834059899	2978.56261278095	2637.01406841703	0.885331084564632	-0.175711018522283	0.271537388052747	1
