rowID	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	ENSG00000000003.10	231.274351678039	241.650774144372	220.897929211706	0.914120511278531	-0.129543722204575	0.682692912440056	1
2	ENSG00000000005.5	0	0	0	NA	NA	NA	NA
3	ENSG00000000419.8	651.664595357684	641.911660091093	661.417530624276	1.03038715721477	0.0431865168706528	0.904221764401027	1
4	ENSG00000000457.9	60.0062307500978	65.170468727761	54.8419927724347	0.841516009368111	-0.248937376610474	0.438823479835182	1
5	ENSG00000000460.12	26.2273898653927	30.1636841016275	22.2910956291579	0.739004411863443	-0.436345117586963	0.584532244653459	1
6	ENSG00000000938.8	0	0	0	NA	NA	NA	NA
7	ENSG00000000971.11	0	0	0	NA	NA	NA	NA
8	ENSG00000001036.9	381.492242098873	347.01937032707	415.965113870676	1.19867981282608	0.261446342540815	0.2678750448044	1
9	ENSG00000001084.6	427.445456313932	429.507492191797	425.383420436068	0.990398137795724	-0.0139194929718965	0.908541692778577	1
10	ENSG00000001167.10	453.472313235454	475.472739000737	431.471887470171	0.907458729131265	-0.140096063494229	0.552061819327365	1
11	ENSG00000001460.13	36.1735778410656	32.6572064295304	39.6899492526008	1.21535041088852	0.281372332897586	0.69235622386298	1
12	ENSG00000001461.12	99.6092343528294	81.1995656559749	118.018903049684	1.4534425411794	0.539474038660898	0.134663722511658	1
13	ENSG00000001497.12	231.745086262612	253.435783121182	210.054389404043	0.828826879997461	-0.270857302516623	0.360819430680215	1
14	ENSG00000001561.6	3.8766293570703	5.30510993925443	2.44814877488617	0.461469941795443	-1.11569141502264	0.914953543008033	1
15	ENSG00000001617.7	97.5686381332207	70.8772340400656	124.260042226376	1.75317284752018	0.809968240231574	0.0268976489739423	1
16	ENSG00000001626.10	0	0	0	NA	NA	NA	NA
17	ENSG00000001629.5	520.887955707098	539.665775830249	502.110135583946	0.930409446127049	-0.104062350815408	0.568863111266194	1
